名稱,狀態,預計行動,Create Task,URL,已建立Task,紀錄原因,標籤,建立時間,Note
Brian Psony - ✦ 為什麼我不開感情力了？ 最近收到幾位老同學問：「P大怎麼沒有開感情力了？」 也有 follow... | Facebook,Done,"備查, 短文閱讀",,https://www.facebook.com/brian.psony/posts/2561473547551310?rdid=nNHowIXaUKhYor4S,"Brian Psony - ✦ 為什麼我不開感情力了？ 最近收到幾位老同學問：「P大怎麼沒有開感情力了？」 也有 follow... | Facebook  (https://www.notion.so/Brian-Psony-P-follow-Facebook-23e45cd11e858035b6a4c7a6cb1fcc84?pvs=21) ",,,"July 25, 2025 1:00 AM","Brian Psony - ✦ 為什麼我不開感情力了？ 最近收到幾位老同學問：「P大怎麼沒有開感情力了？」 也有 follow... | Facebook
https://www.facebook.com/brian.psony/posts/2561473547551310?rdid=nNHowIXaUKhYor4S"
"🌙深夜咖啡廳竟然有月老坐鎮？ 你正在暈船嗎？ 為情所困的善男信女不用跑台南 月老駐點的深夜咖啡廳 就在公館捷運站 ",Done,備查,,https://www.instagram.com/reel/DIkqi_sTuZ0/?igsh=MTg1dGt3MW4weGo3MQ==,"🌙深夜咖啡廳竟然有月老坐鎮？ 你正在暈船嗎？ 為情所困的善男信女不用跑台南 月老駐點的深夜咖啡廳 就在公館捷運站   (https://www.notion.so/23e45cd11e8580f4a80cd893df63b0c8?pvs=21) ",,,"June 7, 2025 2:39 AM",
Threads 上的國北教大_教育大數據微學程（@ntue.bigdata）,Done,備查,,https://www.threads.com/@ntue.bigdata/post/DJ5emW5y9OH?xmt=AQF0HaqH5O8v2-HztuBNEdErslvvvg6t_wtmIiAl2cm_dA,"Threads 上的國北教大_教育大數據微學程（@ntue.bigdata）  (https://www.notion.so/Threads-_-ntue-bigdata-23e45cd11e85803f9a70e1831db3e55d?pvs=21) ",,,"May 22, 2025 8:53 AM",
這是一本書上寫的策略，選股估值的推理過程都感覺很合乎邏輯，但是實測起來可能就是普通程度，甚至比大盤弱蠻多的。,Done,備查,,https://www.facebook.com/share/p/1AeYZQA9t2/?mibextid=wwXIfr,"這是一本書上寫的策略，選股估值的推理過程都感覺很合乎邏輯，但是實測起來可能就是普通程度，甚至比大盤弱蠻多的。  (https://www.notion.so/23e45cd11e8580c5981ccd1cf048df08?pvs=21) ",,,"May 19, 2025 9:05 PM",
"我是一個豪老師在 Instagram: ""三步驟學會量子力學 #我是一個豪老師 #學校 #自學 #AI #教育 #學習 #wondershare創作者計劃2025 #edrawmind #職場小白""",Wait,,,https://www.instagram.com/reel/DJtfVfwzASD/?igsh=YTlocGlvMjQ3dm91,,,,"May 19, 2025 6:15 PM",
https://www.facebook.com/share/1C3nHfY22N/?mibextid=wwXIfr,Wait,,,,,,,"May 19, 2025 10:56 AM",
"好日子不打烊在 Instagram: ""台北超浮誇共享辦公室？咖啡喝到飽、24h淋浴間 還有私人的ktv 包廂可以用～難想像個人、共享辦公室可以這樣子享受… 除了有個人座位以外、還有內建會議室可以用。 ✅咖啡吧、氣泡水、茶飲、插座、24小時淋浴間（洗澡+刷牙）、微波爐、烤箱、影印機、冰箱、廚房、KTV包廂，想下廚做料理也可以～ 我大概知道為什麼很多小公司，喜歡這種24小時共享空間辦公室了，因為可以省電費和水費…！ 📌市井商務中心 Coworking Space 地點：國父紀念館站1號出口 （ 大巨蛋松菸旁、也靠近敦化站） #台北 #共享空間 #共享辦公室 #coworkingspace #工作室 #遠距工作 #wfh #taipei""",Wait,,,https://www.instagram.com/reel/DJOwNlHyyj6/?igsh=cGc4eHloNHA1Nnhh,,,,"May 11, 2025 7:41 PM",
Facebook,Wait,,,https://www.facebook.com/daniel.taipei/videos/4089635674655366/?rdid=4eoc8jnmAAuOM8WZ,,,,"May 10, 2025 10:42 PM",
快樂冠軍有限公司-陳沂 - ✈️TRAVEL GEAR旅行壓縮袋來了！！！ 你們是不是有行李箱不管再大都不夠裝的煩惱？... | Facebook,Wait,,,https://www.facebook.com/Happychampioncompany/posts/714167347622737?rdid=S1DNPRcI7427Fp8b,,,,"May 6, 2025 6:07 PM",
Generative AI 技術交流中心 | 讓 AI 執行指令，低成本搞定任務 | Facebook,Wait,,,https://www.facebook.com/groups/gaitech/permalink/1382500512934160/?rdid=5BRDaM1vWApcBDDl&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2Fp%2F1FjfkiBSBX%2F,,,,"May 2, 2025 11:31 AM",
https://www.facebook.com/share/p/12M8MgQPB1h/?mibextid=wwXIfr,Wait,,,,,,,"April 30, 2025 11:16 PM",
今年以來看過最好的投資文，沒有之一... - 國際之男 - Man lives in offshore | Facebook,Wait,,,https://www.facebook.com/manlivesinoffshore/posts/1005105128394714?rdid=GCPExpFyv4HXjcaI,,,,"April 30, 2025 8:01 PM",
https://www.facebook.com/share/p/168JGuQgV2/?mibextid=wwXIfr,Wait,,,,,,,"April 30, 2025 9:05 AM",
https://www.facebook.com/share/p/1EA1tV8mys/?mibextid=wwXIfr,Wait,,,,,,,"April 28, 2025 10:40 PM",
全國電子 macbook,Wait,,,https://m.facebook.com/story.php?story_fbid=1101355528688529&id=100064422776358,,,,"April 21, 2025 1:18 PM",
Threads 上的 Jessica Fu（@hi.jessica.fu）,Wait,,,https://www.threads.net/@hi.jessica.fu/post/DIojUf0BSZj?xmt=AQGzidWEVLdTKIngAN1hMrjF8SiwlC_klj7dazx_d9GZ_w,,,,"April 20, 2025 9:19 AM",
Threads 上的 Winnie Lin（@imwinnie_lin）,Wait,,,https://www.threads.net/@imwinnie_lin/post/DInwOXxxi7o?xmt=AQGz7mehdwgmnb5YD8S8SkyzvvZ01jcqRvJ7Eci6vI3Xgg,,,,"April 20, 2025 9:17 AM",
"一股GoodJob 在 Instagram: ""拜託不要再連錯網址，然後說要錢了，網址是這個： https://raphael.app/zh-Hant 而且這個資訊不是只有我寫，在那邊回一些不是免費的錯誤留言，要不要先去Google一下，不會用Google的人沒有資格用AI 其他部落客也有寫 https://mrmad.com.tw/raphael-ai 別只會用chatGPT產圖片 這款完全免費 #AIGC #提示詞 #prompt #chatGPT #AI #大模型 #LLM #自動化 #aiagent #工作流程 #workflow #工具 #攻略 #創業 #網路 #科技 #冷知識 #工作 #一股""",Wait,,,https://www.instagram.com/reel/DGDJ36FyjW6/?igsh=NmFmZmFkbnIxMjh4,,,,"April 20, 2025 1:27 AM",
"Snow Sensei 滑雪老司機 - Perry叔叔 / 文彥博在 Instagram: ""離開雪地才短短兩三天，怎麼全身上下都不對勁？ 同學，你／妳滑雪上癮了啦！！ 馬不停蹄，Snow Sensei Group 最新企劃來啦！ 「滑雪教練｜國際證照考前培訓課程」正式啟動！ 是的，這次由叔叔親自領軍，SSG 教學團隊聯手出擊。 我們集合來自 AASI（美國）、AADIDESS（阿根廷）、CASI（加拿大）、SSSA（瑞士）等多國證照系統的經驗，訓練員們具備全面的滑行能力與豐富的教學經驗，為你打造最全面、最實戰的教練預備課程！ 我們怎麼教？教什麼？ • 根據不同證照系統進行分析與拆解，對症下藥、一一擊破 • 高階指導員全程陪滑指導，幫你累積真正有用的滑行與教學經驗 • 手把手調整姿勢與動作，優化技術、突破瓶頸 • 模擬考試實戰場景，幫你重建應試心態，讓你不再怕上場！ ⸻ 為什麼你需要參加 Pre-Course？ • 想當教練，但不知道怎麼準備？ • 考過一次沒過，好挫折？想更有效率地衝一波？ • 技術不錯，但對考試標準一知半解？ • 想培養真正的教學能力，提升講解與拆解邏輯？ 這堂課就是你的跳板！不只是幫你準備考試，更幫你建立屬於自己的教學底蘊與職涯信心。 ⸻ 雪道無界，夢想無限。 現在就報名，踏上你的滑雪教練修煉之路！ 報名請參考主頁連結""",Wait,,,https://www.instagram.com/reel/DInxhF4zeTs/?igsh=MWFmeTJ2azIxNWpjbA==,,,,"April 19, 2025 11:25 PM",
Threads 上的粘瀚文（@billy_nien）,Wait,,,https://www.threads.net/@billy_nien/post/DIkwjSIvKGe?xmt=AQGz1R1u8-CmhIM6l18zTiBSXCk3PK2ZYxf40hJp2U9U8w,,,,"April 19, 2025 1:48 AM",
Threads 上的 Prompt Case（@prompt_case）,Wait,,,https://www.threads.net/@prompt_case/post/DIlZJBdxr8x?xmt=AQGznRmgyz_4JT4EfeuPmWfHNeKBT7G3SWdWj1zi5-K1TQ,,,,"April 19, 2025 1:47 AM",
https://www.facebook.com/share/p/16Qn8yFVC8/?mibextid=wwXIfr,Wait,,,,,,,"April 18, 2025 9:54 AM",
https://www.facebook.com/share/1DfX8ELoxE/?mibextid=wwXIfr,Wait,,,,,,,"April 17, 2025 9:17 PM",
矽谷輕鬆談 Just Kidding Tech（@jktech.io） • Threads，暢所欲言,Wait,,,https://www.threads.net/@jktech.io?xmt=AQGzHJSMOPKSsg72vzbKgVQ8izuNsZLGQQHHeF5UXUb6GYA,,,,"April 17, 2025 3:19 PM",
效率前緣計算(資產配置) - YP-Finance(YP指投網),Wait,,,https://tool.yp-finance.com/efficientfrontier?fbclid=IwY2xjawJtZ-dleHRuA2FlbQIxMAABHuui_7FzLwT0HUmy48bacq4dnfrEtkzC9Gqd0Kcbqlt4uDkqr8B0epfeGh4y_aem_zs0TbFIivgf8QDDbisslNg,,,,"April 17, 2025 3:18 PM",
openai/codex: Lightweight coding agent that runs in your terminal,Wait,,,https://github.com/openai/codex,,,,"April 17, 2025 3:18 PM",
How To Build Full-Stack AI Agents 🚀 (CrewAI + CopilotKit) - DEV Community,Wait,,,https://dev.to/copilotkit/how-to-build-full-stack-ai-agents-crewai-copilotkit-1fn6?context=digest,,,,"April 17, 2025 3:18 PM",
(11) 一口气了解美联储 | 全球权力最大的金融机构 - YouTube,Wait,,,https://www.youtube.com/watch?v=iGz2uWl-kGc,,,,"April 17, 2025 3:17 PM",
openai/codex: Lightweight coding agent that runs in your terminal,Wait,,,https://github.com/openai/codex,,,,"April 17, 2025 1:19 PM",
美股老司機 3.0 - 美國電力需求才剛開始成長 美國能源資訊署 (EIA) 預計： 2025 年電力需求將達到 4.2... | Facebook,Wait,,,https://www.facebook.com/permalink.php?story_fbid=122145405488486922&id=61564607679559,,,,"April 17, 2025 1:12 PM",
老墨 Mofi - 現在台指選擇權，同樣距離的 PUT 比 CALL 貴快 10 倍。... | Facebook,Wait,,,https://www.facebook.com/mofi.investment/posts/1126518526158231?rdid=mWtfNFfN8YQt2bBg#,,,,"April 17, 2025 12:55 PM",
"Facebook 很喜歡東京這個角落的街景，十幾年的回憶。
",Wait,,,https://www.facebook.com/photo/?fbid=1223566953105636&set=a.209279374534404,,,,"April 17, 2025 12:23 PM",
每日英語小課堂 - 詞根詞綴速記 sist —站立，保持 | Facebook,Wait,,,https://www.facebook.com/permalink.php?story_fbid=1067103838770703&id=100064132901842&rdid=FyqxCQRLH9c4yyk7,,,,"April 17, 2025 10:16 AM",
"Pawan Kumar • Social Media Marketing | AI 在 Instagram: ""Free vs Paid AI Tools! 🔥 . . Al isn’t replacing you - it’s helping you work smarter and achieve more with less effort! If you use it wisely.. 📌 Save this & share with others! #ai #aitools #chatgpt #contentcreation #artificialintelligence #canva""",Wait,,,https://www.instagram.com/reel/DIWMuo6Tx-d/?igsh=ZWt5d3d1aGpubDk0,,,,"April 16, 2025 11:30 PM",
Global chip stocks slide as Nvidia warns of big hit from US export curbs,Wait,,,https://finance.yahoo.com/news/global-chip-stocks-slide-nvidia-110516321.html,,,,"April 16, 2025 7:38 PM",
"K 軟體工程師在 Instagram: ""這東西其實完全沒任何技術難度 照著按一按就做得出來 目前測試看來在完全新的專案下跑出來的效果比較好 如果是自己專案內本來就有其他css規範或是框架 效果就會差一點，但相信給的文件跟prompt 好一點的話還是能有省下很多手刻版面的時間。 還有什麼有趣的MCP歡迎推薦給我知道""",Wait,,,https://www.instagram.com/reel/DHqc8Zhyzjw/?igsh=MWZnOWY1OXhjZGkyMw==,,,,"April 16, 2025 4:00 PM",
ASML warns tariffs cloud outlook for 2025 and 2026,Wait,,,https://finance.yahoo.com/news/asmls-bookings-miss-estimates-q1-050503468.html,,,,"April 16, 2025 3:28 PM",
天啊！AI已經逼真到這個程度了嗎？￼￼🤯 ￼ 快去試試生成👉￼https://klingai.com/global/,Wait,,,https://www.threads.net/@ai_taprompt/post/DIfM_DcBX8I?xmt=AQGzHJSMOPKSsg72vzbKgVQ8izuNsZLGQQHHeF5UXUb6GYA,,,,"April 16, 2025 1:59 PM",
关于我们的视觉小说框架Nova（能叶） - 知乎,Wait,,,https://zhuanlan.zhihu.com/p/272466277,,,,"April 16, 2025 11:39 AM",
https://www.facebook.com/share/1CZKukvNS1/?mibextid=wwXIfr,Wait,,,,,,,"April 16, 2025 10:58 AM",
https://www.facebook.com/share/1ZMSkEsEib/?mibextid=wwXIfr,Wait,,,,,,,"April 16, 2025 10:46 AM",
https://www.facebook.com/share/p/1ED24FroJ8/?mibextid=wwXIfr,Wait,,,,,,,"April 15, 2025 9:51 PM",
